venta_id,timestamp,timestamp_iso,producto_id,producto,cantidad,precio_unitario,total
7009,2026-04-18 00:11:42+00:00,2026-04-18T00:11:42Z,P004,Huevos,3,3.9,11.7
17070,2026-04-18 00:11:54+00:00,2026-04-18T00:11:54Z,P003,Leche,3,1.8,5.4
10572,2026-04-18 00:12:00+00:00,2026-04-18T00:12:00Z,P008,Jugo,1,2.9,2.9
17865,2026-04-18 00:12:17+00:00,2026-04-18T00:12:17Z,P004,Huevos,3,3.9,11.7
14768,2026-04-18 00:12:20+00:00,2026-04-18T00:12:20Z,P005,Arroz,1,2.1,2.1
18990,2026-04-18 00:12:43+00:00,2026-04-18T00:12:43Z,P005,Arroz,1,2.1,2.1
14758,2026-04-18 00:12:52+00:00,2026-04-18T00:12:52Z,P004,Huevos,2,3.9,7.8
16614,2026-04-18 00:13:06+00:00,2026-04-18T00:13:06Z,P001,Café,1,2.5,2.5
17836,2026-04-18 00:13:09+00:00,2026-04-18T00:13:09Z,P008,Jugo,2,2.9,5.8
16644,2026-04-18 00:13:33+00:00,2026-04-18T00:13:33Z,P002,Pan,3,1.2,3.6
17652,2026-04-18 00:13:44+00:00,2026-04-18T00:13:44Z,P007,Galletas,3,1.6,4.8
4743,2026-04-18 00:13:48+00:00,2026-04-18T00:13:48Z,P004,Huevos,1,3.9,3.9
16005,2026-04-18 00:14:09+00:00,2026-04-18T00:14:09Z,P003,Leche,1,1.8,1.8
2627,2026-04-18 00:14:13+00:00,2026-04-18T00:14:13Z,P002,Pan,4,1.2,4.8
6401,2026-04-18 00:14:21+00:00,2026-04-18T00:14:21Z,P008,Jugo,1,2.9,2.9
4921,2026-04-18 00:14:36+00:00,2026-04-18T00:14:36Z,P001,Café,2,2.5,5.0
1385,2026-04-18 00:15:12+00:00,2026-04-18T00:15:12Z,P002,Pan,5,1.2,6.0
4570,2026-04-18 00:15:13+00:00,2026-04-18T00:15:13Z,P005,Arroz,1,2.1,2.1
6453,2026-04-18 00:15:28+00:00,2026-04-18T00:15:28Z,P007,Galletas,2,1.6,3.2
17486,2026-04-18 00:15:38+00:00,2026-04-18T00:15:38Z,P008,Jugo,5,2.9,14.5
10681,2026-04-18 00:15:39+00:00,2026-04-18T00:15:39Z,P001,Café,2,2.5,5.0
3026,2026-04-18 00:15:42+00:00,2026-04-18T00:15:42Z,P006,Queso,5,4.5,22.5
5152,2026-04-18 00:15:50+00:00,2026-04-18T00:15:50Z,P005,Arroz,1,2.1,2.1
9312,2026-04-18 00:16:11+00:00,2026-04-18T00:16:11Z,P001,Café,1,2.5,2.5
16066,2026-04-18 00:16:22+00:00,2026-04-18T00:16:22Z,P008,Jugo,1,2.9,2.9
19382,2026-04-18 00:16:29+00:00,2026-04-18T00:16:29Z,P005,Arroz,2,2.1,4.2
15717,2026-04-18 00:16:33+00:00,2026-04-18T00:16:33Z,P005,Arroz,1,2.1,2.1
5491,2026-04-18 00:16:37+00:00,2026-04-18T00:16:37Z,P007,Galletas,1,1.6,1.6
7936,2026-04-18 00:17:01+00:00,2026-04-18T00:17:01Z,P005,Arroz,1,2.1,2.1
6386,2026-04-18 00:17:11+00:00,2026-04-18T00:17:11Z,P002,Pan,4,1.2,4.8
6410,2026-04-18 00:17:14+00:00,2026-04-18T00:17:14Z,P005,Arroz,1,2.1,2.1
5162,2026-04-18 00:17:31+00:00,2026-04-18T00:17:31Z,P007,Galletas,1,1.6,1.6
7025,2026-04-18 00:17:32+00:00,2026-04-18T00:17:32Z,P005,Arroz,2,2.1,4.2
14699,2026-04-18 00:17:39+00:00,2026-04-18T00:17:39Z,P006,Queso,3,4.5,13.5
15394,2026-04-18 00:18:36+00:00,2026-04-18T00:18:36Z,P002,Pan,1,1.2,1.2
5541,2026-04-18 00:18:37+00:00,2026-04-18T00:18:37Z,P002,Pan,2,1.2,2.4
7537,2026-04-18 00:18:56+00:00,2026-04-18T00:18:56Z,P005,Arroz,2,2.1,4.2
9971,2026-04-18 00:19:05+00:00,2026-04-18T00:19:05Z,P004,Huevos,1,3.9,3.9
15678,2026-04-18 00:19:17+00:00,2026-04-18T00:19:17Z,P002,Pan,2,1.2,2.4
4393,2026-04-18 00:19:17+00:00,2026-04-18T00:19:17Z,P007,Galletas,3,1.6,4.8
7294,2026-04-18 00:19:37+00:00,2026-04-18T00:19:37Z,P001,Café,1,2.5,2.5
7315,2026-04-18 00:19:39+00:00,2026-04-18T00:19:39Z,P003,Leche,2,1.8,3.6
11955,2026-04-18 00:20:05+00:00,2026-04-18T00:20:05Z,P005,Arroz,2,2.1,4.2
2705,2026-04-18 00:20:08+00:00,2026-04-18T00:20:08Z,P007,Galletas,2,1.6,3.2
16344,2026-04-18 00:20:27+00:00,2026-04-18T00:20:27Z,P002,Pan,2,1.2,2.4
18115,2026-04-18 00:20:45+00:00,2026-04-18T00:20:45Z,P002,Pan,3,1.2,3.6
16280,2026-04-18 00:20:50+00:00,2026-04-18T00:20:50Z,P005,Arroz,3,2.1,6.3
7867,2026-04-18 00:20:58+00:00,2026-04-18T00:20:58Z,P006,Queso,1,4.5,4.5
6087,2026-04-18 00:21:04+00:00,2026-04-18T00:21:04Z,P007,Galletas,4,1.6,6.4
1717,2026-04-18 00:21:15+00:00,2026-04-18T00:21:15Z,P004,Huevos,1,3.9,3.9
17195,2026-04-18 00:21:23+00:00,2026-04-18T00:21:23Z,P001,Café,1,2.5,2.5
16450,2026-04-18 00:21:32+00:00,2026-04-18T00:21:32Z,P004,Huevos,1,3.9,3.9
8052,2026-04-18 00:21:36+00:00,2026-04-18T00:21:36Z,P002,Pan,1,1.2,1.2
18684,2026-04-18 00:21:37+00:00,2026-04-18T00:21:37Z,P003,Leche,1,1.8,1.8
10415,2026-04-18 00:21:59+00:00,2026-04-18T00:21:59Z,P004,Huevos,1,3.9,3.9
19598,2026-04-18 00:22:09+00:00,2026-04-18T00:22:09Z,P004,Huevos,3,3.9,11.7
10535,2026-04-18 00:23:41+00:00,2026-04-18T00:23:41Z,P003,Leche,1,1.8,1.8
14976,2026-04-18 00:24:04+00:00,2026-04-18T00:24:04Z,P001,Café,2,2.5,5.0
19873,2026-04-18 00:24:06+00:00,2026-04-18T00:24:06Z,P005,Arroz,1,2.1,2.1
7324,2026-04-18 00:25:06+00:00,2026-04-18T00:25:06Z,P002,Pan,2,1.2,2.4
19994,2026-04-18 00:25:53+00:00,2026-04-18T00:25:53Z,P006,Queso,3,4.5,13.5
12634,2026-04-18 00:26:15+00:00,2026-04-18T00:26:15Z,P003,Leche,1,1.8,1.8
552,2026-04-18 00:26:24+00:00,2026-04-18T00:26:24Z,P002,Pan,2,1.2,2.4
16367,2026-04-18 00:26:31+00:00,2026-04-18T00:26:31Z,P008,Jugo,3,2.9,8.7
2462,2026-04-18 00:26:47+00:00,2026-04-18T00:26:47Z,P001,Café,5,2.5,12.5
19993,2026-04-18 00:26:55+00:00,2026-04-18T00:26:55Z,P006,Queso,2,4.5,9.0
19951,2026-04-18 00:27:04+00:00,2026-04-18T00:27:04Z,P001,Café,4,2.5,10.0
13994,2026-04-18 00:27:12+00:00,2026-04-18T00:27:12Z,P006,Queso,1,4.5,4.5
7248,2026-04-18 00:27:27+00:00,2026-04-18T00:27:27Z,P007,Galletas,2,1.6,3.2
9800,2026-04-18 00:28:03+00:00,2026-04-18T00:28:03Z,P006,Queso,2,4.5,9.0
7428,2026-04-18 00:28:24+00:00,2026-04-18T00:28:24Z,P003,Leche,1,1.8,1.8
8657,2026-04-18 00:28:37+00:00,2026-04-18T00:28:37Z,P007,Galletas,1,1.6,1.6
18656,2026-04-18 00:28:38+00:00,2026-04-18T00:28:38Z,P005,Arroz,2,2.1,4.2
4532,2026-04-18 00:28:47+00:00,2026-04-18T00:28:47Z,P005,Arroz,3,2.1,6.3
2249,2026-04-18 00:28:53+00:00,2026-04-18T00:28:53Z,P003,Leche,2,1.8,3.6
12079,2026-04-18 00:28:56+00:00,2026-04-18T00:28:56Z,P006,Queso,1,4.5,4.5
8363,2026-04-18 00:29:20+00:00,2026-04-18T00:29:20Z,P002,Pan,1,1.2,1.2
15918,2026-04-18 00:29:27+00:00,2026-04-18T00:29:27Z,P001,Café,3,2.5,7.5
13197,2026-04-18 00:29:53+00:00,2026-04-18T00:29:53Z,P003,Leche,2,1.8,3.6
1774,2026-04-18 00:30:00+00:00,2026-04-18T00:30:00Z,P001,Café,2,2.5,5.0
15221,2026-04-18 00:30:01+00:00,2026-04-18T00:30:01Z,P007,Galletas,3,1.6,4.8
9225,2026-04-18 00:30:05+00:00,2026-04-18T00:30:05Z,P008,Jugo,1,2.9,2.9
17917,2026-04-18 00:30:14+00:00,2026-04-18T00:30:14Z,P003,Leche,2,1.8,3.6
7705,2026-04-18 00:30:45+00:00,2026-04-18T00:30:45Z,P006,Queso,2,4.5,9.0
6368,2026-04-18 00:30:56+00:00,2026-04-18T00:30:56Z,P007,Galletas,4,1.6,6.4
15617,2026-04-18 00:31:16+00:00,2026-04-18T00:31:16Z,P003,Leche,1,1.8,1.8
4788,2026-04-18 00:31:46+00:00,2026-04-18T00:31:46Z,P004,Huevos,4,3.9,15.6
10139,2026-04-18 00:31:54+00:00,2026-04-18T00:31:54Z,P004,Huevos,2,3.9,7.8
2998,2026-04-18 00:33:00+00:00,2026-04-18T00:33:00Z,P001,Café,1,2.5,2.5
15126,2026-04-18 00:33:16+00:00,2026-04-18T00:33:16Z,P007,Galletas,1,1.6,1.6
6937,2026-04-18 00:33:20+00:00,2026-04-18T00:33:20Z,P006,Queso,1,4.5,4.5
15322,2026-04-18 00:33:21+00:00,2026-04-18T00:33:21Z,P005,Arroz,3,2.1,6.3
7253,2026-04-18 00:33:21+00:00,2026-04-18T00:33:21Z,P003,Leche,1,1.8,1.8
11405,2026-04-18 00:33:41+00:00,2026-04-18T00:33:41Z,P008,Jugo,2,2.9,5.8
3279,2026-04-18 00:33:42+00:00,2026-04-18T00:33:42Z,P005,Arroz,2,2.1,4.2
3503,2026-04-18 00:33:56+00:00,2026-04-18T00:33:56Z,P005,Arroz,2,2.1,4.2
10337,2026-04-18 00:33:57+00:00,2026-04-18T00:33:57Z,P002,Pan,4,1.2,4.8
3735,2026-04-18 00:34:09+00:00,2026-04-18T00:34:09Z,P002,Pan,2,1.2,2.4
5954,2026-04-18 00:34:36+00:00,2026-04-18T00:34:36Z,P002,Pan,2,1.2,2.4
7734,2026-04-18 00:35:04+00:00,2026-04-18T00:35:04Z,P008,Jugo,1,2.9,2.9
11767,2026-04-18 00:35:09+00:00,2026-04-18T00:35:09Z,P001,Café,1,2.5,2.5
15732,2026-04-18 00:35:18+00:00,2026-04-18T00:35:18Z,P001,Café,1,2.5,2.5
8080,2026-04-18 00:35:49+00:00,2026-04-18T00:35:49Z,P006,Queso,1,4.5,4.5
5106,2026-04-18 00:35:58+00:00,2026-04-18T00:35:58Z,P005,Arroz,2,2.1,4.2
4115,2026-04-18 00:36:01+00:00,2026-04-18T00:36:01Z,P001,Café,1,2.5,2.5
12521,2026-04-18 00:36:05+00:00,2026-04-18T00:36:05Z,P007,Galletas,1,1.6,1.6
6204,2026-04-18 00:36:14+00:00,2026-04-18T00:36:14Z,P003,Leche,2,1.8,3.6
7109,2026-04-18 00:36:31+00:00,2026-04-18T00:36:31Z,P003,Leche,1,1.8,1.8
454,2026-04-18 00:36:38+00:00,2026-04-18T00:36:38Z,P002,Pan,4,1.2,4.8
19048,2026-04-18 00:36:51+00:00,2026-04-18T00:36:51Z,P005,Arroz,1,2.1,2.1
2533,2026-04-18 00:37:23+00:00,2026-04-18T00:37:23Z,P008,Jugo,1,2.9,2.9
16604,2026-04-18 00:37:47+00:00,2026-04-18T00:37:47Z,P003,Leche,1,1.8,1.8
4910,2026-04-18 00:37:54+00:00,2026-04-18T00:37:54Z,P003,Leche,1,1.8,1.8
13438,2026-04-18 00:38:01+00:00,2026-04-18T00:38:01Z,P004,Huevos,5,3.9,19.5
12502,2026-04-18 00:38:24+00:00,2026-04-18T00:38:24Z,P003,Leche,2,1.8,3.6
934,2026-04-18 00:38:25+00:00,2026-04-18T00:38:25Z,P002,Pan,1,1.2,1.2
13516,2026-04-18 00:39:18+00:00,2026-04-18T00:39:18Z,P008,Jugo,2,2.9,5.8
19088,2026-04-18 00:39:23+00:00,2026-04-18T00:39:23Z,P004,Huevos,1,3.9,3.9
5149,2026-04-18 00:39:26+00:00,2026-04-18T00:39:26Z,P007,Galletas,1,1.6,1.6
14643,2026-04-18 00:39:30+00:00,2026-04-18T00:39:30Z,P005,Arroz,5,2.1,10.5
16339,2026-04-18 00:39:33+00:00,2026-04-18T00:39:33Z,P001,Café,1,2.5,2.5
5142,2026-04-18 00:39:45+00:00,2026-04-18T00:39:45Z,P003,Leche,1,1.8,1.8
8570,2026-04-18 00:40:06+00:00,2026-04-18T00:40:06Z,P001,Café,1,2.5,2.5
13917,2026-04-18 00:40:35+00:00,2026-04-18T00:40:35Z,P001,Café,1,2.5,2.5
9558,2026-04-18 00:40:37+00:00,2026-04-18T00:40:37Z,P003,Leche,1,1.8,1.8
3759,2026-04-18 00:41:11+00:00,2026-04-18T00:41:11Z,P004,Huevos,1,3.9,3.9
16334,2026-04-18 00:41:13+00:00,2026-04-18T00:41:13Z,P002,Pan,1,1.2,1.2
9706,2026-04-18 00:41:20+00:00,2026-04-18T00:41:20Z,P003,Leche,3,1.8,5.4
2706,2026-04-18 00:41:42+00:00,2026-04-18T00:41:42Z,P007,Galletas,1,1.6,1.6
14380,2026-04-18 00:41:44+00:00,2026-04-18T00:41:44Z,P005,Arroz,1,2.1,2.1
12901,2026-04-18 00:41:50+00:00,2026-04-18T00:41:50Z,P004,Huevos,1,3.9,3.9
8151,2026-04-18 00:41:59+00:00,2026-04-18T00:41:59Z,P008,Jugo,3,2.9,8.7
9415,2026-04-18 00:42:19+00:00,2026-04-18T00:42:19Z,P007,Galletas,1,1.6,1.6
19252,2026-04-18 00:42:23+00:00,2026-04-18T00:42:23Z,P004,Huevos,2,3.9,7.8
4809,2026-04-18 00:42:27+00:00,2026-04-18T00:42:27Z,P004,Huevos,1,3.9,3.9
16442,2026-04-18 00:42:46+00:00,2026-04-18T00:42:46Z,P006,Queso,4,4.5,18.0
2113,2026-04-18 00:42:47+00:00,2026-04-18T00:42:47Z,P006,Queso,1,4.5,4.5
795,2026-04-18 00:42:53+00:00,2026-04-18T00:42:53Z,P006,Queso,2,4.5,9.0
1035,2026-04-18 00:43:13+00:00,2026-04-18T00:43:13Z,P007,Galletas,2,1.6,3.2
18137,2026-04-18 00:43:42+00:00,2026-04-18T00:43:42Z,P008,Jugo,1,2.9,2.9
6911,2026-04-18 00:44:07+00:00,2026-04-18T00:44:07Z,P008,Jugo,1,2.9,2.9
9665,2026-04-18 00:44:13+00:00,2026-04-18T00:44:13Z,P008,Jugo,1,2.9,2.9
19292,2026-04-18 00:44:17+00:00,2026-04-18T00:44:17Z,P006,Queso,1,4.5,4.5
3033,2026-04-18 00:44:25+00:00,2026-04-18T00:44:25Z,P001,Café,2,2.5,5.0
18351,2026-04-18 00:44:43+00:00,2026-04-18T00:44:43Z,P002,Pan,4,1.2,4.8
1353,2026-04-18 00:44:52+00:00,2026-04-18T00:44:52Z,P008,Jugo,1,2.9,2.9
12175,2026-04-18 00:44:59+00:00,2026-04-18T00:44:59Z,P002,Pan,1,1.2,1.2
12211,2026-04-18 00:45:15+00:00,2026-04-18T00:45:15Z,P004,Huevos,3,3.9,11.7
8936,2026-04-18 00:45:16+00:00,2026-04-18T00:45:16Z,P006,Queso,1,4.5,4.5
14251,2026-04-18 00:45:35+00:00,2026-04-18T00:45:35Z,P005,Arroz,2,2.1,4.2
6529,2026-04-18 00:46:12+00:00,2026-04-18T00:46:12Z,P003,Leche,2,1.8,3.6
822,2026-04-18 00:46:15+00:00,2026-04-18T00:46:15Z,P004,Huevos,2,3.9,7.8
16527,2026-04-18 00:46:44+00:00,2026-04-18T00:46:44Z,P008,Jugo,1,2.9,2.9
19606,2026-04-18 00:47:02+00:00,2026-04-18T00:47:02Z,P002,Pan,1,1.2,1.2
879,2026-04-18 00:47:03+00:00,2026-04-18T00:47:03Z,P007,Galletas,3,1.6,4.8
18323,2026-04-18 00:47:13+00:00,2026-04-18T00:47:13Z,P006,Queso,2,4.5,9.0
10298,2026-04-18 00:47:24+00:00,2026-04-18T00:47:24Z,P002,Pan,2,1.2,2.4
4933,2026-04-18 00:47:31+00:00,2026-04-18T00:47:31Z,P006,Queso,2,4.5,9.0
18595,2026-04-18 00:47:55+00:00,2026-04-18T00:47:55Z,P002,Pan,3,1.2,3.6
15281,2026-04-18 00:48:25+00:00,2026-04-18T00:48:25Z,P002,Pan,2,1.2,2.4
13207,2026-04-18 00:48:35+00:00,2026-04-18T00:48:35Z,P004,Huevos,1,3.9,3.9
17194,2026-04-18 00:48:54+00:00,2026-04-18T00:48:54Z,P005,Arroz,1,2.1,2.1
108,2026-04-18 00:48:55+00:00,2026-04-18T00:48:55Z,P002,Pan,2,1.2,2.4
9595,2026-04-18 00:49:03+00:00,2026-04-18T00:49:03Z,P006,Queso,4,4.5,18.0
10187,2026-04-18 00:49:30+00:00,2026-04-18T00:49:30Z,P007,Galletas,1,1.6,1.6
13636,2026-04-18 00:49:31+00:00,2026-04-18T00:49:31Z,P008,Jugo,1,2.9,2.9
13097,2026-04-18 00:49:36+00:00,2026-04-18T00:49:36Z,P007,Galletas,1,1.6,1.6
18549,2026-04-18 00:49:44+00:00,2026-04-18T00:49:44Z,P005,Arroz,1,2.1,2.1
12454,2026-04-18 00:50:03+00:00,2026-04-18T00:50:03Z,P001,Café,2,2.5,5.0
12089,2026-04-18 00:50:05+00:00,2026-04-18T00:50:05Z,P004,Huevos,1,3.9,3.9
2155,2026-04-18 00:50:06+00:00,2026-04-18T00:50:06Z,P006,Queso,3,4.5,13.5
17726,2026-04-18 00:51:13+00:00,2026-04-18T00:51:13Z,P003,Leche,1,1.8,1.8
15311,2026-04-18 00:51:27+00:00,2026-04-18T00:51:27Z,P003,Leche,1,1.8,1.8
5319,2026-04-18 00:51:54+00:00,2026-04-18T00:51:54Z,P004,Huevos,1,3.9,3.9
3031,2026-04-18 00:52:26+00:00,2026-04-18T00:52:26Z,P007,Galletas,1,1.6,1.6
13410,2026-04-18 00:52:28+00:00,2026-04-18T00:52:28Z,P002,Pan,3,1.2,3.6
4083,2026-04-18 00:52:52+00:00,2026-04-18T00:52:52Z,P005,Arroz,4,2.1,8.4
12217,2026-04-18 00:53:22+00:00,2026-04-18T00:53:22Z,P008,Jugo,1,2.9,2.9
11466,2026-04-18 00:54:25+00:00,2026-04-18T00:54:25Z,P008,Jugo,1,2.9,2.9
4049,2026-04-18 00:54:58+00:00,2026-04-18T00:54:58Z,P002,Pan,1,1.2,1.2
11278,2026-04-18 00:55:10+00:00,2026-04-18T00:55:10Z,P007,Galletas,1,1.6,1.6
6700,2026-04-18 00:55:14+00:00,2026-04-18T00:55:14Z,P004,Huevos,1,3.9,3.9
13395,2026-04-18 00:55:27+00:00,2026-04-18T00:55:27Z,P003,Leche,2,1.8,3.6
1947,2026-04-18 00:55:32+00:00,2026-04-18T00:55:32Z,P006,Queso,1,4.5,4.5
933,2026-04-18 00:55:35+00:00,2026-04-18T00:55:35Z,P003,Leche,1,1.8,1.8
967,2026-04-18 00:56:08+00:00,2026-04-18T00:56:08Z,P008,Jugo,1,2.9,2.9
3280,2026-04-18 00:56:51+00:00,2026-04-18T00:56:51Z,P003,Leche,1,1.8,1.8
7306,2026-04-18 00:56:56+00:00,2026-04-18T00:56:56Z,P001,Café,1,2.5,2.5
15070,2026-04-18 00:56:58+00:00,2026-04-18T00:56:58Z,P001,Café,1,2.5,2.5
10083,2026-04-18 00:57:41+00:00,2026-04-18T00:57:41Z,P004,Huevos,1,3.9,3.9
4199,2026-04-18 00:57:43+00:00,2026-04-18T00:57:43Z,P006,Queso,4,4.5,18.0
16003,2026-04-18 00:57:48+00:00,2026-04-18T00:57:48Z,P003,Leche,4,1.8,7.2
18199,2026-04-18 00:58:09+00:00,2026-04-18T00:58:09Z,P003,Leche,4,1.8,7.2
14620,2026-04-18 00:58:11+00:00,2026-04-18T00:58:11Z,P003,Leche,1,1.8,1.8
11550,2026-04-18 00:58:19+00:00,2026-04-18T00:58:19Z,P002,Pan,1,1.2,1.2
2201,2026-04-18 00:58:19+00:00,2026-04-18T00:58:19Z,P004,Huevos,2,3.9,7.8
10457,2026-04-18 00:58:22+00:00,2026-04-18T00:58:22Z,P002,Pan,2,1.2,2.4
2268,2026-04-18 00:58:26+00:00,2026-04-18T00:58:26Z,P001,Café,1,2.5,2.5
13818,2026-04-18 00:58:43+00:00,2026-04-18T00:58:43Z,P008,Jugo,3,2.9,8.7
4992,2026-04-18 00:58:53+00:00,2026-04-18T00:58:53Z,P006,Queso,3,4.5,13.5
12722,2026-04-18 00:59:08+00:00,2026-04-18T00:59:08Z,P003,Leche,1,1.8,1.8
5278,2026-04-18 00:59:27+00:00,2026-04-18T00:59:27Z,P003,Leche,1,1.8,1.8
1071,2026-04-18 00:59:31+00:00,2026-04-18T00:59:31Z,P008,Jugo,1,2.9,2.9
15098,2026-04-18 00:59:40+00:00,2026-04-18T00:59:40Z,P002,Pan,3,1.2,3.6
4014,2026-04-18 00:59:43+00:00,2026-04-18T00:59:43Z,P007,Galletas,1,1.6,1.6
12057,2026-04-18 00:59:55+00:00,2026-04-18T00:59:55Z,P003,Leche,1,1.8,1.8
3202,2026-04-18 01:00:13+00:00,2026-04-18T01:00:13Z,P003,Leche,3,1.8,5.4
14674,2026-04-18 01:00:18+00:00,2026-04-18T01:00:18Z,P006,Queso,3,4.5,13.5
11927,2026-04-18 01:00:31+00:00,2026-04-18T01:00:31Z,P002,Pan,2,1.2,2.4
8584,2026-04-18 01:01:04+00:00,2026-04-18T01:01:04Z,P001,Café,4,2.5,10.0
