venta_id,timestamp,timestamp_iso,producto_id,producto,cantidad,precio_unitario,total
1353,2026-04-18 00:44:52+00:00,2026-04-18T00:44:52Z,P008,Jugo,1,2.9,2.9
822,2026-04-18 00:46:15+00:00,2026-04-18T00:46:15Z,P004,Huevos,2,3.9,7.8
879,2026-04-18 00:47:03+00:00,2026-04-18T00:47:03Z,P007,Galletas,3,1.6,4.8
4933,2026-04-18 00:47:31+00:00,2026-04-18T00:47:31Z,P006,Queso,2,4.5,9.0
108,2026-04-18 00:48:55+00:00,2026-04-18T00:48:55Z,P002,Pan,2,1.2,2.4
2155,2026-04-18 00:50:06+00:00,2026-04-18T00:50:06Z,P006,Queso,3,4.5,13.5
3031,2026-04-18 00:52:26+00:00,2026-04-18T00:52:26Z,P007,Galletas,1,1.6,1.6
4083,2026-04-18 00:52:52+00:00,2026-04-18T00:52:52Z,P005,Arroz,4,2.1,8.4
4049,2026-04-18 00:54:58+00:00,2026-04-18T00:54:58Z,P002,Pan,1,1.2,1.2
1947,2026-04-18 00:55:32+00:00,2026-04-18T00:55:32Z,P006,Queso,1,4.5,4.5
933,2026-04-18 00:55:35+00:00,2026-04-18T00:55:35Z,P003,Leche,1,1.8,1.8
967,2026-04-18 00:56:08+00:00,2026-04-18T00:56:08Z,P008,Jugo,1,2.9,2.9
3280,2026-04-18 00:56:51+00:00,2026-04-18T00:56:51Z,P003,Leche,1,1.8,1.8
4199,2026-04-18 00:57:43+00:00,2026-04-18T00:57:43Z,P006,Queso,4,4.5,18.0
2201,2026-04-18 00:58:19+00:00,2026-04-18T00:58:19Z,P004,Huevos,2,3.9,7.8
2268,2026-04-18 00:58:26+00:00,2026-04-18T00:58:26Z,P001,Café,1,2.5,2.5
4992,2026-04-18 00:58:53+00:00,2026-04-18T00:58:53Z,P006,Queso,3,4.5,13.5
1071,2026-04-18 00:59:31+00:00,2026-04-18T00:59:31Z,P008,Jugo,1,2.9,2.9
4014,2026-04-18 00:59:43+00:00,2026-04-18T00:59:43Z,P007,Galletas,1,1.6,1.6
3202,2026-04-18 01:00:13+00:00,2026-04-18T01:00:13Z,P003,Leche,3,1.8,5.4
3651,2026-04-18 01:02:12+00:00,2026-04-18T01:02:12Z,P001,Café,1,2.5,2.5
1080,2026-04-18 01:03:34+00:00,2026-04-18T01:03:34Z,P001,Café,1,2.5,2.5
2286,2026-04-18 01:04:31+00:00,2026-04-18T01:04:31Z,P002,Pan,1,1.2,1.2
4467,2026-04-18 01:05:56+00:00,2026-04-18T01:05:56Z,P007,Galletas,1,1.6,1.6
576,2026-04-18 01:06:18+00:00,2026-04-18T01:06:18Z,P007,Galletas,4,1.6,6.4
3515,2026-04-18 01:06:21+00:00,2026-04-18T01:06:21Z,P004,Huevos,1,3.9,3.9
4346,2026-04-18 01:10:27+00:00,2026-04-18T01:10:27Z,P003,Leche,2,1.8,3.6
1662,2026-04-18 01:12:54+00:00,2026-04-18T01:12:54Z,P001,Café,1,2.5,2.5
3501,2026-04-18 01:13:46+00:00,2026-04-18T01:13:46Z,P003,Leche,1,1.8,1.8
1190,2026-04-18 01:17:26+00:00,2026-04-18T01:17:26Z,P004,Huevos,2,3.9,7.8
1781,2026-04-18 01:17:43+00:00,2026-04-18T01:17:43Z,P006,Queso,1,4.5,4.5
2874,2026-04-18 01:17:46+00:00,2026-04-18T01:17:46Z,P006,Queso,1,4.5,4.5
1675,2026-04-18 01:18:46+00:00,2026-04-18T01:18:46Z,P004,Huevos,1,3.9,3.9
3147,2026-04-18 01:19:40+00:00,2026-04-18T01:19:40Z,P003,Leche,1,1.8,1.8
4419,2026-04-18 01:21:25+00:00,2026-04-18T01:21:25Z,P002,Pan,1,1.2,1.2
4557,2026-04-18 01:22:24+00:00,2026-04-18T01:22:24Z,P005,Arroz,1,2.1,2.1
3893,2026-04-18 01:23:58+00:00,2026-04-18T01:23:58Z,P007,Galletas,4,1.6,6.4
2577,2026-04-18 01:24:05+00:00,2026-04-18T01:24:05Z,P006,Queso,3,4.5,13.5
3103,2026-04-18 01:24:12+00:00,2026-04-18T01:24:12Z,P008,Jugo,1,2.9,2.9
2870,2026-04-18 01:24:51+00:00,2026-04-18T01:24:51Z,P007,Galletas,1,1.6,1.6
1658,2026-04-18 01:25:07+00:00,2026-04-18T01:25:07Z,P001,Café,1,2.5,2.5
4187,2026-04-18 01:25:31+00:00,2026-04-18T01:25:31Z,P008,Jugo,1,2.9,2.9
194,2026-04-18 01:26:05+00:00,2026-04-18T01:26:05Z,P004,Huevos,5,3.9,19.5
1349,2026-04-18 01:31:09+00:00,2026-04-18T01:31:09Z,P001,Café,4,2.5,10.0
2407,2026-04-18 01:32:28+00:00,2026-04-18T01:32:28Z,P007,Galletas,1,1.6,1.6
3355,2026-04-18 01:32:57+00:00,2026-04-18T01:32:57Z,P001,Café,1,2.5,2.5
2582,2026-04-18 01:33:06+00:00,2026-04-18T01:33:06Z,P007,Galletas,2,1.6,3.2
4999,2026-04-18 01:33:09+00:00,2026-04-18T01:33:09Z,P008,Jugo,1,2.9,2.9
1482,2026-04-18 01:33:18+00:00,2026-04-18T01:33:18Z,P006,Queso,2,4.5,9.0
160,2026-04-18 01:34:08+00:00,2026-04-18T01:34:08Z,P005,Arroz,1,2.1,2.1
524,2026-04-18 01:34:35+00:00,2026-04-18T01:34:35Z,P007,Galletas,1,1.6,1.6
41,2026-04-18 01:35:14+00:00,2026-04-18T01:35:14Z,P004,Huevos,1,3.9,3.9
4744,2026-04-18 01:35:33+00:00,2026-04-18T01:35:33Z,P007,Galletas,1,1.6,1.6
1595,2026-04-18 01:35:41+00:00,2026-04-18T01:35:41Z,P004,Huevos,3,3.9,11.7
1242,2026-04-18 01:36:43+00:00,2026-04-18T01:36:43Z,P006,Queso,2,4.5,9.0
4099,2026-04-18 01:38:15+00:00,2026-04-18T01:38:15Z,P003,Leche,1,1.8,1.8
1259,2026-04-18 01:39:35+00:00,2026-04-18T01:39:35Z,P002,Pan,1,1.2,1.2
4759,2026-04-18 01:40:16+00:00,2026-04-18T01:40:16Z,P001,Café,1,2.5,2.5
1916,2026-04-18 01:41:20+00:00,2026-04-18T01:41:20Z,P001,Café,1,2.5,2.5
2436,2026-04-18 01:42:06+00:00,2026-04-18T01:42:06Z,P004,Huevos,1,3.9,3.9
4776,2026-04-18 01:42:55+00:00,2026-04-18T01:42:55Z,P007,Galletas,1,1.6,1.6
3478,2026-04-18 01:42:59+00:00,2026-04-18T01:42:59Z,P006,Queso,2,4.5,9.0
925,2026-04-18 01:43:07+00:00,2026-04-18T01:43:07Z,P001,Café,2,2.5,5.0
2463,2026-04-18 01:46:15+00:00,2026-04-18T01:46:15Z,P001,Café,1,2.5,2.5
2724,2026-04-18 01:47:16+00:00,2026-04-18T01:47:16Z,P002,Pan,3,1.2,3.6
83,2026-04-18 01:47:59+00:00,2026-04-18T01:47:59Z,P006,Queso,2,4.5,9.0
2215,2026-04-18 01:49:55+00:00,2026-04-18T01:49:55Z,P005,Arroz,1,2.1,2.1
353,2026-04-18 01:50:04+00:00,2026-04-18T01:50:04Z,P006,Queso,1,4.5,4.5
3731,2026-04-18 01:50:44+00:00,2026-04-18T01:50:44Z,P007,Galletas,1,1.6,1.6
3139,2026-04-18 01:50:52+00:00,2026-04-18T01:50:52Z,P003,Leche,1,1.8,1.8
4006,2026-04-18 01:50:59+00:00,2026-04-18T01:50:59Z,P005,Arroz,1,2.1,2.1
2487,2026-04-18 01:51:43+00:00,2026-04-18T01:51:43Z,P005,Arroz,1,2.1,2.1
1911,2026-04-18 01:52:12+00:00,2026-04-18T01:52:12Z,P002,Pan,1,1.2,1.2
3877,2026-04-18 01:52:37+00:00,2026-04-18T01:52:37Z,P004,Huevos,2,3.9,7.8
2475,2026-04-18 01:53:02+00:00,2026-04-18T01:53:02Z,P005,Arroz,1,2.1,2.1
1831,2026-04-18 01:53:16+00:00,2026-04-18T01:53:16Z,P002,Pan,1,1.2,1.2
4453,2026-04-18 01:54:18+00:00,2026-04-18T01:54:18Z,P003,Leche,1,1.8,1.8
1165,2026-04-18 01:55:56+00:00,2026-04-18T01:55:56Z,P007,Galletas,1,1.6,1.6
2885,2026-04-18 01:57:14+00:00,2026-04-18T01:57:14Z,P002,Pan,1,1.2,1.2
1923,2026-04-18 01:58:37+00:00,2026-04-18T01:58:37Z,P008,Jugo,1,2.9,2.9
4832,2026-04-18 01:59:10+00:00,2026-04-18T01:59:10Z,P008,Jugo,1,2.9,2.9
2882,2026-04-18 02:01:21+00:00,2026-04-18T02:01:21Z,P001,Café,3,2.5,7.5
1587,2026-04-18 02:03:41+00:00,2026-04-18T02:03:41Z,P003,Leche,2,1.8,3.6
213,2026-04-18 02:04:15+00:00,2026-04-18T02:04:15Z,P005,Arroz,5,2.1,10.5
3365,2026-04-18 02:04:38+00:00,2026-04-18T02:04:38Z,P006,Queso,3,4.5,13.5
3885,2026-04-18 02:04:56+00:00,2026-04-18T02:04:56Z,P003,Leche,1,1.8,1.8
3,2026-04-18 02:05:13+00:00,2026-04-18T02:05:13Z,P004,Huevos,1,3.9,3.9
4725,2026-04-18 02:06:06+00:00,2026-04-18T02:06:06Z,P002,Pan,1,1.2,1.2
1112,2026-04-18 02:06:31+00:00,2026-04-18T02:06:31Z,P004,Huevos,1,3.9,3.9
1827,2026-04-18 02:07:09+00:00,2026-04-18T02:07:09Z,P005,Arroz,1,2.1,2.1
3244,2026-04-18 02:07:13+00:00,2026-04-18T02:07:13Z,P003,Leche,3,1.8,5.4
1870,2026-04-18 02:08:09+00:00,2026-04-18T02:08:09Z,P006,Queso,2,4.5,9.0
1866,2026-04-18 02:08:36+00:00,2026-04-18T02:08:36Z,P003,Leche,1,1.8,1.8
3643,2026-04-18 02:08:48+00:00,2026-04-18T02:08:48Z,P007,Galletas,1,1.6,1.6
1367,2026-04-18 02:09:31+00:00,2026-04-18T02:09:31Z,P001,Café,1,2.5,2.5
1728,2026-04-18 02:10:35+00:00,2026-04-18T02:10:35Z,P006,Queso,4,4.5,18.0
751,2026-04-18 02:10:40+00:00,2026-04-18T02:10:40Z,P005,Arroz,4,2.1,8.4
1829,2026-04-18 02:12:18+00:00,2026-04-18T02:12:18Z,P003,Leche,1,1.8,1.8
3982,2026-04-18 02:12:44+00:00,2026-04-18T02:12:44Z,P005,Arroz,1,2.1,2.1
4,2026-04-18 02:12:45+00:00,2026-04-18T02:12:45Z,P007,Galletas,1,1.6,1.6
2642,2026-04-18 02:17:41+00:00,2026-04-18T02:17:41Z,P008,Jugo,1,2.9,2.9
4302,2026-04-18 02:19:14+00:00,2026-04-18T02:19:14Z,P002,Pan,2,1.2,2.4
4761,2026-04-18 02:20:24+00:00,2026-04-18T02:20:24Z,P005,Arroz,1,2.1,2.1
231,2026-04-18 02:23:46+00:00,2026-04-18T02:23:46Z,P003,Leche,1,1.8,1.8
1244,2026-04-18 02:24:40+00:00,2026-04-18T02:24:40Z,P003,Leche,2,1.8,3.6
1253,2026-04-18 02:24:45+00:00,2026-04-18T02:24:45Z,P002,Pan,1,1.2,1.2
5000,2026-04-18 02:25:17+00:00,2026-04-18T02:25:17Z,P007,Galletas,1,1.6,1.6
1060,2026-04-18 02:25:33+00:00,2026-04-18T02:25:33Z,P002,Pan,1,1.2,1.2
4248,2026-04-18 02:27:25+00:00,2026-04-18T02:27:25Z,P004,Huevos,2,3.9,7.8
3271,2026-04-18 02:27:35+00:00,2026-04-18T02:27:35Z,P007,Galletas,1,1.6,1.6
1525,2026-04-18 02:27:56+00:00,2026-04-18T02:27:56Z,P002,Pan,1,1.2,1.2
4777,2026-04-18 02:29:38+00:00,2026-04-18T02:29:38Z,P003,Leche,1,1.8,1.8
3041,2026-04-18 02:30:06+00:00,2026-04-18T02:30:06Z,P002,Pan,1,1.2,1.2
4596,2026-04-18 02:30:32+00:00,2026-04-18T02:30:32Z,P003,Leche,3,1.8,5.4
4571,2026-04-18 02:31:19+00:00,2026-04-18T02:31:19Z,P008,Jugo,3,2.9,8.7
207,2026-04-18 02:32:37+00:00,2026-04-18T02:32:37Z,P006,Queso,3,4.5,13.5
3948,2026-04-18 02:34:02+00:00,2026-04-18T02:34:02Z,P007,Galletas,1,1.6,1.6
3056,2026-04-18 02:34:04+00:00,2026-04-18T02:34:04Z,P001,Café,2,2.5,5.0
2761,2026-04-18 02:36:29+00:00,2026-04-18T02:36:29Z,P008,Jugo,1,2.9,2.9
2370,2026-04-18 02:36:47+00:00,2026-04-18T02:36:47Z,P007,Galletas,1,1.6,1.6
1218,2026-04-18 02:36:53+00:00,2026-04-18T02:36:53Z,P005,Arroz,1,2.1,2.1
1336,2026-04-18 02:39:05+00:00,2026-04-18T02:39:05Z,P001,Café,4,2.5,10.0
1758,2026-04-18 02:40:14+00:00,2026-04-18T02:40:14Z,P001,Café,1,2.5,2.5
3775,2026-04-18 02:41:31+00:00,2026-04-18T02:41:31Z,P005,Arroz,4,2.1,8.4
1493,2026-04-18 02:42:32+00:00,2026-04-18T02:42:32Z,P001,Café,1,2.5,2.5
3104,2026-04-18 02:43:17+00:00,2026-04-18T02:43:17Z,P007,Galletas,1,1.6,1.6
2765,2026-04-18 02:43:26+00:00,2026-04-18T02:43:26Z,P008,Jugo,3,2.9,8.7
3846,2026-04-18 02:43:48+00:00,2026-04-18T02:43:48Z,P002,Pan,1,1.2,1.2
717,2026-04-18 02:44:22+00:00,2026-04-18T02:44:22Z,P003,Leche,2,1.8,3.6
2601,2026-04-18 02:44:36+00:00,2026-04-18T02:44:36Z,P007,Galletas,3,1.6,4.8
4817,2026-04-18 02:45:25+00:00,2026-04-18T02:45:25Z,P001,Café,1,2.5,2.5
2278,2026-04-18 02:46:08+00:00,2026-04-18T02:46:08Z,P008,Jugo,2,2.9,5.8
2426,2026-04-18 02:46:10+00:00,2026-04-18T02:46:10Z,P004,Huevos,1,3.9,3.9
4370,2026-04-18 02:47:24+00:00,2026-04-18T02:47:24Z,P005,Arroz,2,2.1,4.2
2718,2026-04-18 02:47:25+00:00,2026-04-18T02:47:25Z,P004,Huevos,1,3.9,3.9
3421,2026-04-18 02:54:21+00:00,2026-04-18T02:54:21Z,P003,Leche,2,1.8,3.6
2883,2026-04-18 02:55:09+00:00,2026-04-18T02:55:09Z,P007,Galletas,1,1.6,1.6
4042,2026-04-18 02:55:53+00:00,2026-04-18T02:55:53Z,P007,Galletas,2,1.6,3.2
3102,2026-04-18 02:55:59+00:00,2026-04-18T02:55:59Z,P001,Café,2,2.5,5.0
2862,2026-04-18 02:56:57+00:00,2026-04-18T02:56:57Z,P008,Jugo,1,2.9,2.9
1263,2026-04-18 02:57:43+00:00,2026-04-18T02:57:43Z,P001,Café,1,2.5,2.5
2647,2026-04-18 02:57:45+00:00,2026-04-18T02:57:45Z,P003,Leche,2,1.8,3.6
3801,2026-04-18 02:59:54+00:00,2026-04-18T02:59:54Z,P001,Café,3,2.5,7.5
3955,2026-04-18 03:02:37+00:00,2026-04-18T03:02:37Z,P006,Queso,1,4.5,4.5
3218,2026-04-18 03:04:49+00:00,2026-04-18T03:04:49Z,P005,Arroz,2,2.1,4.2
1886,2026-04-18 03:05:18+00:00,2026-04-18T03:05:18Z,P008,Jugo,1,2.9,2.9
3018,2026-04-18 03:05:19+00:00,2026-04-18T03:05:19Z,P003,Leche,2,1.8,3.6
1691,2026-04-18 03:06:10+00:00,2026-04-18T03:06:10Z,P002,Pan,3,1.2,3.6
831,2026-04-18 03:06:41+00:00,2026-04-18T03:06:41Z,P001,Café,1,2.5,2.5
1814,2026-04-18 03:08:19+00:00,2026-04-18T03:08:19Z,P007,Galletas,1,1.6,1.6
3265,2026-04-18 03:11:14+00:00,2026-04-18T03:11:14Z,P006,Queso,3,4.5,13.5
3277,2026-04-18 03:12:09+00:00,2026-04-18T03:12:09Z,P005,Arroz,1,2.1,2.1
358,2026-04-18 03:12:56+00:00,2026-04-18T03:12:56Z,P001,Café,1,2.5,2.5
2478,2026-04-18 03:13:24+00:00,2026-04-18T03:13:24Z,P003,Leche,2,1.8,3.6
4196,2026-04-18 03:15:00+00:00,2026-04-18T03:15:00Z,P007,Galletas,1,1.6,1.6
3659,2026-04-18 03:15:19+00:00,2026-04-18T03:15:19Z,P001,Café,2,2.5,5.0
2501,2026-04-18 03:15:22+00:00,2026-04-18T03:15:22Z,P002,Pan,1,1.2,1.2
2489,2026-04-18 03:17:23+00:00,2026-04-18T03:17:23Z,P005,Arroz,2,2.1,4.2
3294,2026-04-18 03:17:25+00:00,2026-04-18T03:17:25Z,P005,Arroz,1,2.1,2.1
2583,2026-04-18 03:18:19+00:00,2026-04-18T03:18:19Z,P001,Café,1,2.5,2.5
2320,2026-04-18 03:19:44+00:00,2026-04-18T03:19:44Z,P008,Jugo,1,2.9,2.9
4339,2026-04-18 03:20:16+00:00,2026-04-18T03:20:16Z,P002,Pan,2,1.2,2.4
4385,2026-04-18 03:21:32+00:00,2026-04-18T03:21:32Z,P007,Galletas,1,1.6,1.6
1440,2026-04-18 03:22:18+00:00,2026-04-18T03:22:18Z,P008,Jugo,4,2.9,11.6
478,2026-04-18 03:22:44+00:00,2026-04-18T03:22:44Z,P002,Pan,1,1.2,1.2
4138,2026-04-18 03:22:49+00:00,2026-04-18T03:22:49Z,P007,Galletas,1,1.6,1.6
4661,2026-04-18 03:23:07+00:00,2026-04-18T03:23:07Z,P001,Café,1,2.5,2.5
3664,2026-04-18 03:23:36+00:00,2026-04-18T03:23:36Z,P002,Pan,3,1.2,3.6
4436,2026-04-18 03:23:40+00:00,2026-04-18T03:23:40Z,P004,Huevos,1,3.9,3.9
328,2026-04-18 03:23:43+00:00,2026-04-18T03:23:43Z,P004,Huevos,4,3.9,15.6
3612,2026-04-18 03:24:18+00:00,2026-04-18T03:24:18Z,P007,Galletas,1,1.6,1.6
898,2026-04-18 03:24:24+00:00,2026-04-18T03:24:24Z,P007,Galletas,4,1.6,6.4
3614,2026-04-18 03:25:50+00:00,2026-04-18T03:25:50Z,P004,Huevos,2,3.9,7.8
1654,2026-04-18 03:26:56+00:00,2026-04-18T03:26:56Z,P005,Arroz,1,2.1,2.1
4113,2026-04-18 03:27:49+00:00,2026-04-18T03:27:49Z,P003,Leche,1,1.8,1.8
3477,2026-04-18 03:28:12+00:00,2026-04-18T03:28:12Z,P001,Café,2,2.5,5.0
2574,2026-04-18 03:28:26+00:00,2026-04-18T03:28:26Z,P004,Huevos,2,3.9,7.8
4315,2026-04-18 03:29:02+00:00,2026-04-18T03:29:02Z,P003,Leche,1,1.8,1.8
3543,2026-04-18 03:29:26+00:00,2026-04-18T03:29:26Z,P002,Pan,1,1.2,1.2
1735,2026-04-18 03:30:36+00:00,2026-04-18T03:30:36Z,P005,Arroz,2,2.1,4.2
1913,2026-04-18 03:32:06+00:00,2026-04-18T03:32:06Z,P006,Queso,1,4.5,4.5
986,2026-04-18 03:33:27+00:00,2026-04-18T03:33:27Z,P004,Huevos,4,3.9,15.6
2159,2026-04-18 03:34:18+00:00,2026-04-18T03:34:18Z,P002,Pan,1,1.2,1.2
1545,2026-04-18 03:36:25+00:00,2026-04-18T03:36:25Z,P004,Huevos,2,3.9,7.8
2727,2026-04-18 03:36:30+00:00,2026-04-18T03:36:30Z,P004,Huevos,2,3.9,7.8
3190,2026-04-18 03:37:02+00:00,2026-04-18T03:37:02Z,P004,Huevos,1,3.9,3.9
3415,2026-04-18 03:37:05+00:00,2026-04-18T03:37:05Z,P001,Café,2,2.5,5.0
2714,2026-04-18 03:38:43+00:00,2026-04-18T03:38:43Z,P006,Queso,1,4.5,4.5
1633,2026-04-18 03:39:28+00:00,2026-04-18T03:39:28Z,P006,Queso,4,4.5,18.0
1635,2026-04-18 03:41:18+00:00,2026-04-18T03:41:18Z,P006,Queso,2,4.5,9.0
361,2026-04-18 03:41:21+00:00,2026-04-18T03:41:21Z,P005,Arroz,1,2.1,2.1
572,2026-04-18 03:41:43+00:00,2026-04-18T03:41:43Z,P007,Galletas,4,1.6,6.4
2942,2026-04-18 03:41:50+00:00,2026-04-18T03:41:50Z,P008,Jugo,3,2.9,8.7
2561,2026-04-18 03:44:16+00:00,2026-04-18T03:44:16Z,P007,Galletas,2,1.6,3.2
2499,2026-04-18 03:45:14+00:00,2026-04-18T03:45:14Z,P001,Café,4,2.5,10.0
1194,2026-04-18 03:47:52+00:00,2026-04-18T03:47:52Z,P007,Galletas,2,1.6,3.2
4503,2026-04-18 03:51:11+00:00,2026-04-18T03:51:11Z,P005,Arroz,1,2.1,2.1
3802,2026-04-18 03:51:19+00:00,2026-04-18T03:51:19Z,P006,Queso,2,4.5,9.0
3498,2026-04-18 03:51:23+00:00,2026-04-18T03:51:23Z,P007,Galletas,1,1.6,1.6
3451,2026-04-18 03:52:28+00:00,2026-04-18T03:52:28Z,P004,Huevos,1,3.9,3.9
3908,2026-04-18 03:55:18+00:00,2026-04-18T03:55:18Z,P006,Queso,4,4.5,18.0
368,2026-04-18 03:55:58+00:00,2026-04-18T03:55:58Z,P006,Queso,2,4.5,9.0
1891,2026-04-18 03:56:55+00:00,2026-04-18T03:56:55Z,P003,Leche,1,1.8,1.8
3495,2026-04-18 03:58:56+00:00,2026-04-18T03:58:56Z,P007,Galletas,1,1.6,1.6
1672,2026-04-18 04:01:27+00:00,2026-04-18T04:01:27Z,P006,Queso,2,4.5,9.0
2686,2026-04-18 04:05:19+00:00,2026-04-18T04:05:19Z,P003,Leche,3,1.8,5.4
465,2026-04-18 04:07:29+00:00,2026-04-18T04:07:29Z,P005,Arroz,1,2.1,2.1
4618,2026-04-18 04:09:04+00:00,2026-04-18T04:09:04Z,P008,Jugo,2,2.9,5.8
4820,2026-04-18 04:10:03+00:00,2026-04-18T04:10:03Z,P004,Huevos,1,3.9,3.9
4163,2026-04-18 04:10:55+00:00,2026-04-18T04:10:55Z,P007,Galletas,2,1.6,3.2
1968,2026-04-18 04:11:51+00:00,2026-04-18T04:11:51Z,P004,Huevos,1,3.9,3.9
3505,2026-04-18 04:13:39+00:00,2026-04-18T04:13:39Z,P007,Galletas,1,1.6,1.6
4834,2026-04-18 04:14:29+00:00,2026-04-18T04:14:29Z,P002,Pan,4,1.2,4.8
4414,2026-04-18 04:14:34+00:00,2026-04-18T04:14:34Z,P006,Queso,4,4.5,18.0
3099,2026-04-18 04:15:44+00:00,2026-04-18T04:15:44Z,P005,Arroz,1,2.1,2.1
2346,2026-04-18 04:17:23+00:00,2026-04-18T04:17:23Z,P002,Pan,1,1.2,1.2
893,2026-04-18 04:17:48+00:00,2026-04-18T04:17:48Z,P003,Leche,5,1.8,9.0
161,2026-04-18 04:18:44+00:00,2026-04-18T04:18:44Z,P003,Leche,2,1.8,3.6
4485,2026-04-18 04:19:19+00:00,2026-04-18T04:19:19Z,P003,Leche,3,1.8,5.4
3484,2026-04-18 04:19:42+00:00,2026-04-18T04:19:42Z,P003,Leche,2,1.8,3.6
216,2026-04-18 04:22:23+00:00,2026-04-18T04:22:23Z,P007,Galletas,1,1.6,1.6
2979,2026-04-18 04:22:30+00:00,2026-04-18T04:22:30Z,P003,Leche,1,1.8,1.8
3128,2026-04-18 04:22:57+00:00,2026-04-18T04:22:57Z,P001,Café,2,2.5,5.0
4243,2026-04-18 04:25:35+00:00,2026-04-18T04:25:35Z,P006,Queso,4,4.5,18.0
2707,2026-04-18 04:27:16+00:00,2026-04-18T04:27:16Z,P002,Pan,2,1.2,2.4
